Dependents,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Loan_Status,Income,Montantparmois,Arembourer,Apasrembourer,Married_No,Married_Yes,Education_Graduate,Education_Not Graduate,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban
3,4333,1811.0,160000.0,360.0,1,6144.0,444.44444444444446,0,1,0,1,1,0,0,0,1
0,3418,0.0,135000.0,360.0,0,3418.0,375.0,1,0,1,0,1,0,1,0,0
1,2876,1560.0,90000.0,360.0,1,4436.0,250.0,1,0,1,0,1,0,0,0,1
0,3237,0.0,30000.0,360.0,1,3237.0,83.33333333333333,1,0,1,0,1,0,0,0,1
0,11146,0.0,136000.0,360.0,1,11146.0,377.77777777777777,1,0,0,1,1,0,0,0,1
0,2833,1857.0,126000.0,360.0,1,4690.0,350.0,1,0,1,0,1,0,1,0,0
0,2620,2223.0,150000.0,360.0,1,4843.0,416.6666666666667,1,0,0,1,1,0,0,1,0
2,3900,0.0,90000.0,360.0,1,3900.0,250.0,1,0,0,1,1,0,0,1,0
1,2750,1842.0,115000.0,360.0,1,4592.0,319.44444444444446,1,0,0,1,1,0,0,1,0
0,3993,3274.0,207000.0,360.0,1,7267.0,575.0,1,0,0,1,1,0,0,1,0
0,3103,1300.0,80000.0,360.0,1,4403.0,222.22222222222223,1,0,0,1,1,0,0,0,1
0,14583,0.0,436000.0,360.0,1,14583.0,1211.111111111111,1,0,0,1,1,0,0,1,0
0,4100,0.0,124000.0,360.0,1,4100.0,344.44444444444446,0,1,0,1,0,1,1,0,0
1,4053,2426.0,158000.0,360.0,0,6479.0,438.8888888888889,0,1,1,0,0,1,0,0,1
0,3927,800.0,112000.0,360.0,1,4727.0,311.1111111111111,1,0,0,1,1,0,0,1,0
2,2301,985.7999877999998,78000.0,180.0,1,3286.7999878,433.3333333333333,1,0,0,1,1,0,0,0,1
0,1811,1666.0,54000.0,360.0,1,3477.0,150.0,1,0,1,0,1,0,0,0,1
0,20000,0.0,146050.7614213198,360.0,0,20000.0,405.6965595036661,1,0,0,1,1,0,1,0,0
0,3158,3053.0,89000.0,360.0,1,6211.0,247.22222222222223,1,0,1,0,1,0,1,0,0
0,2600,1717.0,99000.0,300.0,0,4317.0,330.0,1,0,1,0,1,0,0,1,0
0,3704,2000.0,120000.0,360.0,1,5704.0,333.3333333333333,1,0,0,1,1,0,1,0,0
0,4124,0.0,115000.0,360.0,1,4124.0,319.44444444444446,1,0,1,0,1,0,0,1,0
0,9508,0.0,187000.0,360.0,1,9508.0,519.4444444444445,1,0,1,0,1,0,1,0,0
0,3075,2416.0,139000.0,360.0,1,5491.0,386.1111111111111,1,0,0,1,1,0,1,0,0
2,4400,0.0,127000.0,360.0,0,4400.0,352.77777777777777,0,1,0,1,1,0,0,1,0
2,3153,1560.0,134000.0,360.0,1,4713.0,372.22222222222223,1,0,0,1,1,0,0,0,1
0,5417,0.0,143000.0,480.0,0,5417.0,297.9166666666667,0,1,1,0,1,0,0,0,1
0,2383,3334.0,172000.0,360.0,1,5717.0,477.77777777777777,1,0,0,1,1,0,0,1,0
3,4416,1250.0,110000.0,360.0,1,5666.0,305.55555555555554,1,0,0,1,1,0,0,0,1
1,6875,0.0,200000.0,360.0,1,6875.0,555.5555555555555,1,0,0,1,1,0,0,1,0
1,4666,0.0,135000.0,360.0,1,4666.0,375.0,1,0,0,1,1,0,0,0,1
0,5000,2541.0,151000.0,480.0,0,7541.0,314.5833333333333,1,0,1,0,1,0,1,0,0
1,2014,2925.0,113000.0,360.0,0,4939.0,313.8888888888889,1,0,0,1,1,0,0,0,1
0,1800,2934.0,93000.0,360.0,0,4734.0,258.3333333333333,0,1,0,1,0,1,0,0,1
0,2875,1750.0,105000.0,360.0,1,4625.0,291.6666666666667,1,0,0,1,0,1,0,1,0
0,5000,0.0,132000.0,360.0,1,5000.0,366.6666666666667,1,0,1,0,1,0,1,0,0
1,1625,1803.0,96000.0,360.0,1,3428.0,266.6666666666667,1,0,0,1,1,0,0,0,1
0,4000,2500.0,140000.0,360.0,1,6500.0,388.8888888888889,1,0,1,0,1,0,1,0,0
0,2000,0.0,146050.7614213198,360.0,0,2000.0,405.6965595036661,1,0,1,0,0,1,0,0,1
0,3762,1666.0,135000.0,360.0,1,5428.0,375.0,1,0,1,0,1,0,1,0,0
0,2400,1863.0,104000.0,360.0,0,4263.0,288.8888888888889,0,1,1,0,1,0,0,0,1
0,20000,0.0,480000.0,360.0,0,20000.0,1333.3333333333333,1,0,1,0,1,0,1,0,0
2,7667,0.0,185000.0,360.0,1,7667.0,513.8888888888889,0,1,0,1,0,1,1,0,0
0,2917,0.0,84000.0,360.0,1,2917.0,233.33333333333334,1,0,1,0,1,0,0,1,0
0,2927,2405.0,111000.0,360.0,1,5332.0,308.3333333333333,1,0,1,0,0,1,0,1,0
0,2507,0.0,56000.0,360.0,1,2507.0,155.55555555555554,1,0,1,0,1,0,1,0,0
2,5746,0.0,144000.0,84.0,1,5746.0,1714.2857142857142,0,1,0,1,1,0,1,0,0
0,2473,1843.0,159000.0,360.0,0,4316.0,441.6666666666667,1,0,0,1,1,0,1,0,0
1,3399,1640.0,111000.0,180.0,1,5039.0,616.6666666666666,1,0,0,1,0,1,0,0,1
2,3717,0.0,120000.0,360.0,1,3717.0,333.3333333333333,1,0,0,1,1,0,0,1,0
0,2058,2134.0,88000.0,360.0,1,4192.0,244.44444444444446,0,1,0,1,1,0,0,0,1
1,3541,0.0,112000.0,360.0,1,3541.0,311.1111111111111,0,1,1,0,1,0,0,1,0
1,10000,0.0,155000.0,360.0,0,10000.0,430.55555555555554,1,0,0,1,1,0,1,0,0
0,2400,2167.0,115000.0,360.0,1,4567.0,319.44444444444446,1,0,0,1,1,0,0,1,0
3,4342,189.0,124000.0,360.0,1,4531.0,344.44444444444446,1,0,0,1,1,0,0,1,0
2,3601,1590.0,146050.7614213198,360.0,1,5191.0,405.6965595036661,1,0,0,1,0,1,1,0,0
0,3166,2985.0,132000.0,360.0,1,6151.0,366.6666666666667,0,1,1,0,1,0,1,0,0
3,15000,0.0,300000.0,360.0,1,15000.0,833.3333333333334,1,0,0,1,1,0,1,0,0
1,8666,4983.0,376000.0,360.0,0,13649.0,1044.4444444444443,0,1,0,1,1,0,1,0,0
0,4917,0.0,130000.0,360.0,1,4917.0,361.1111111111111,0,1,1,0,1,0,1,0,0
0,5818,2160.0,184000.0,360.0,1,7978.0,511.1111111111111,1,0,0,1,1,0,0,1,0
0,4333,2451.0,110000.0,360.0,0,6784.0,305.55555555555554,1,0,0,1,1,0,0,0,1
0,2500,0.0,67000.0,360.0,1,2500.0,186.11111111111111,1,0,1,0,1,0,0,0,1
1,4384,1793.0,117000.0,360.0,1,6177.0,325.0,1,0,1,0,1,0,0,0,1
0,2935,0.0,98000.0,360.0,1,2935.0,272.22222222222223,1,0,1,0,1,0,0,1,0
0,2833,0.0,71000.0,360.0,1,2833.0,197.22222222222223,1,0,1,0,1,0,0,0,1
0,20000,0.0,490000.0,180.0,1,20000.0,2722.222222222222,1,0,0,1,1,0,0,0,1
1,9833,1833.0,182000.0,180.0,1,11666.0,1011.1111111111111,1,0,0,1,1,0,0,0,1
0,5503,4490.0,70000.0,341.9699499165275,1,9993.0,204.69634836945912,1,0,0,1,1,0,0,1,0
1,5250,688.0,160000.0,360.0,1,5938.0,444.44444444444446,1,0,0,1,1,0,1,0,0
2,2500,4600.0,176000.0,360.0,1,7100.0,488.8888888888889,1,0,0,1,1,0,1,0,0
3,1830,0.0,146050.7614213198,360.0,0,1830.0,405.6965595036661,0,1,1,0,0,1,0,0,1
0,4160,0.0,71000.0,360.0,1,4160.0,197.22222222222223,1,0,1,0,1,0,0,1,0
3,2647,1587.0,173000.0,360.0,0,4234.0,480.55555555555554,1,0,0,1,0,1,1,0,0
0,2378,0.0,46000.0,360.0,0,2378.0,127.77777777777777,1,0,1,0,1,0,1,0,0
1,4554,1229.0,158000.0,360.0,1,5783.0,438.8888888888889,1,0,0,1,0,1,0,0,1
3,3173,0.0,74000.0,360.0,1,3173.0,205.55555555555554,1,0,0,1,0,1,0,1,0
2,2583,2330.0,125000.0,360.0,1,4913.0,347.22222222222223,1,0,0,1,1,0,1,0,0
0,2499,2458.0,160000.0,360.0,1,4957.0,444.44444444444446,1,0,0,1,1,0,0,1,0
0,3523,3230.0,152000.0,360.0,0,6753.0,422.22222222222223,0,1,0,1,0,1,1,0,0
2,3083,2168.0,126000.0,360.0,1,5251.0,350.0,1,0,0,1,0,1,0,0,1
0,6333,4583.0,259000.0,360.0,1,10916.0,719.4444444444445,0,1,0,1,1,0,0,1,0
0,2625,6250.0,187000.0,360.0,1,8875.0,519.4444444444445,1,0,0,1,1,0,1,0,0
0,9083,0.0,228000.0,360.0,1,9083.0,633.3333333333334,1,0,0,1,1,0,0,1,0
0,8750,4167.0,308000.0,360.0,0,12917.0,855.5555555555555,1,0,1,0,1,0,1,0,0
3,2666,2083.0,95000.0,360.0,1,4749.0,263.8888888888889,1,0,0,1,1,0,1,0,0
0,5500,0.0,105000.0,360.0,0,5500.0,291.6666666666667,0,1,0,1,1,0,1,0,0
0,2423,505.0,130000.0,360.0,1,2928.0,361.1111111111111,1,0,0,1,1,0,0,1,0
0,3813,0.0,116000.0,180.0,1,3813.0,644.4444444444445,1,0,1,0,1,0,0,0,1
2,8333,3167.0,165000.0,360.0,1,11500.0,458.3333333333333,1,0,0,1,1,0,1,0,0
1,3875,0.0,67000.0,360.0,0,3875.0,186.11111111111111,1,0,0,1,1,0,0,0,1
0,3000,1666.0,100000.0,480.0,0,4666.0,208.33333333333334,0,1,0,1,0,1,0,0,1
3,5167,3167.0,200000.0,360.0,1,8334.0,555.5555555555555,1,0,0,1,1,0,0,1,0
1,4723,0.0,81000.0,360.0,0,4723.0,225.0,1,0,1,0,1,0,0,1,0
2,5000,3667.0,236000.0,360.0,1,8667.0,655.5555555555555,1,0,0,1,1,0,0,1,0
0,4750,2333.0,130000.0,360.0,1,7083.0,361.1111111111111,1,0,0,1,1,0,0,0,1
0,3013,3033.0,95000.0,300.0,1,6046.0,316.6666666666667,0,1,0,1,1,0,0,0,1
0,6822,0.0,141000.0,360.0,1,6822.0,391.6666666666667,1,0,1,0,1,0,1,0,0
0,6216,0.0,133000.0,360.0,0,6216.0,369.44444444444446,1,0,1,0,0,1,1,0,0
0,2500,0.0,96000.0,480.0,0,2500.0,200.0,1,0,1,0,1,0,0,1,0
0,5124,0.0,124000.0,341.9699499165275,0,5124.0,362.60495996875613,0,1,1,0,1,0,1,0,0
1,6325,0.0,175000.0,360.0,1,6325.0,486.1111111111111,1,0,0,1,1,0,0,1,0
0,19730,5266.0,570000.0,360.0,0,20000.0,1583.3333333333333,1,0,0,1,1,0,1,0,0
0,15759,0.0,55000.0,360.0,1,15759.0,152.77777777777777,1,0,1,0,1,0,0,1,0
2,5185,0.0,155000.0,360.0,1,5185.0,430.55555555555554,1,0,0,1,1,0,0,1,0
2,9323,7873.0,380000.0,300.0,1,17196.0,1266.6666666666667,1,0,0,1,1,0,1,0,0
1,3062,1987.0,111000.0,180.0,0,5049.0,616.6666666666666,0,1,1,0,1,0,0,0,1
0,2764,1459.0,110000.0,360.0,1,4223.0,305.55555555555554,1,0,1,0,1,0,0,0,1
0,4817,923.0,120000.0,180.0,1,5740.0,666.6666666666666,1,0,0,1,1,0,0,0,1
3,8750,4996.0,130000.0,360.0,1,13746.0,361.1111111111111,1,0,0,1,1,0,1,0,0
0,4310,0.0,130000.0,360.0,1,4310.0,361.1111111111111,0,1,0,1,1,0,0,1,0
0,3069,0.0,71000.0,480.0,0,3069.0,147.91666666666666,1,0,1,0,1,0,0,0,1
2,5391,0.0,130000.0,360.0,1,5391.0,361.1111111111111,1,0,0,1,1,0,0,0,1
0,3333,2500.0,128000.0,360.0,1,5833.0,355.55555555555554,1,0,0,1,1,0,0,1,0
0,5941,4232.0,296000.0,360.0,1,10173.0,822.2222222222222,1,0,1,0,1,0,0,1,0
0,6000,0.0,156000.0,360.0,1,6000.0,433.3333333333333,1,0,1,0,1,0,0,0,1
0,7167,0.0,128000.0,360.0,1,7167.0,355.55555555555554,1,0,1,0,1,0,0,0,1
2,4566,0.0,100000.0,360.0,0,4566.0,277.77777777777777,1,0,0,1,1,0,0,0,1
1,3667,0.0,113000.0,180.0,1,3667.0,627.7777777777778,1,0,1,0,1,0,0,0,1
0,2346,1600.0,132000.0,360.0,1,3946.0,366.6666666666667,1,0,1,0,0,1,0,1,0
0,3010,3136.0,146050.7614213198,360.0,0,6146.0,405.6965595036661,0,1,0,1,0,1,0,0,1
0,2333,2417.0,136000.0,360.0,1,4750.0,377.77777777777777,1,0,0,1,1,0,0,0,1
0,5488,0.0,125000.0,360.0,1,5488.0,347.22222222222223,1,0,0,1,1,0,1,0,0
3,9167,0.0,185000.0,360.0,1,9167.0,513.8888888888889,1,0,1,0,1,0,1,0,0
3,9504,0.0,275000.0,360.0,1,9504.0,763.8888888888889,1,0,0,1,1,0,1,0,0
0,2583,2115.0,120000.0,360.0,1,4698.0,333.3333333333333,0,1,0,1,1,0,0,0,1
2,1993,1625.0,113000.0,180.0,1,3618.0,627.7777777777778,1,0,0,1,0,1,0,1,0
2,3100,1400.0,113000.0,360.0,1,4500.0,313.8888888888889,1,0,0,1,1,0,0,0,1
2,3276,484.0,135000.0,360.0,1,3760.0,375.0,0,1,0,1,1,0,0,1,0
0,3180,0.0,71000.0,360.0,0,3180.0,197.22222222222223,0,1,1,0,1,0,0,0,1
0,3033,1459.0,95000.0,360.0,1,4492.0,263.8888888888889,1,0,0,1,1,0,0,0,1
0,3902,1666.0,109000.0,360.0,1,5568.0,302.77777777777777,1,0,1,0,0,1,1,0,0
0,1500,1800.0,103000.0,360.0,0,3300.0,286.1111111111111,0,1,1,0,1,0,0,1,0
2,2889,0.0,45000.0,180.0,0,2889.0,250.0,0,1,0,1,0,1,0,0,1
0,2755,0.0,65000.0,300.0,0,2755.0,216.66666666666666,1,0,1,0,0,1,1,0,0
0,2500,10000.0,103000.0,360.0,1,20000.0,286.1111111111111,1,0,1,0,1,0,0,1,0
0,1963,0.0,53000.0,360.0,1,1963.0,147.22222222222223,1,0,1,0,0,1,0,1,0
0,7441,0.0,194000.0,360.0,0,7441.0,538.8888888888889,1,0,1,0,1,0,1,0,0
0,4547,0.0,115000.0,360.0,1,4547.0,319.44444444444446,1,0,1,0,1,0,0,1,0
0,2167,2400.0,115000.0,360.0,1,4567.0,319.44444444444446,1,0,0,1,0,1,0,0,1
0,2213,0.0,66000.0,360.0,1,2213.0,183.33333333333334,1,0,1,0,0,1,1,0,0
1,8300,0.0,152000.0,300.0,0,8300.0,506.6666666666667,0,1,0,1,1,0,0,1,0
1,3867,0.0,62000.0,360.0,0,3867.0,172.22222222222223,1,0,1,0,0,1,0,1,0
0,6256,0.0,160000.0,360.0,1,6256.0,444.44444444444446,0,1,0,1,1,0,0,0,1
0,6096,0.0,218000.0,360.0,0,6096.0,605.5555555555555,0,1,0,1,0,1,1,0,0
0,2253,2033.0,110000.0,360.0,1,4286.0,305.55555555555554,1,0,0,1,0,1,1,0,0
0,2149,3237.0,178000.0,360.0,0,5386.0,494.44444444444446,0,1,0,1,0,1,0,1,0
0,2995,0.0,60000.0,360.0,1,2995.0,166.66666666666666,1,0,1,0,1,0,0,0,1
1,2600,0.0,160000.0,360.0,0,2600.0,444.44444444444446,1,0,1,0,1,0,0,0,1
2,1600,10000.0,239000.0,360.0,0,20000.0,663.8888888888889,1,0,0,1,1,0,0,0,1
0,1025,2773.0,112000.0,360.0,1,3798.0,311.1111111111111,1,0,0,1,1,0,1,0,0
0,3246,1417.0,138000.0,360.0,1,4663.0,383.3333333333333,1,0,0,1,1,0,0,1,0
0,5829,0.0,138000.0,360.0,1,5829.0,383.3333333333333,1,0,0,1,1,0,1,0,0
0,2720,0.0,80000.0,341.9699499165275,0,2720.0,233.9386838508104,0,1,1,0,0,1,0,0,1
0,1820,1719.0,100000.0,360.0,1,3539.0,277.77777777777777,1,0,0,1,1,0,0,0,1
1,7250,1667.0,110000.0,341.9699499165275,0,8917.0,321.6656902948643,0,1,0,1,1,0,0,0,1
0,14880,0.0,96000.0,360.0,1,14880.0,266.6666666666667,1,0,0,1,1,0,0,1,0
0,2666,4300.0,121000.0,360.0,1,6966.0,336.1111111111111,1,0,0,1,1,0,1,0,0
1,4606,0.0,81000.0,360.0,0,4606.0,225.0,1,0,1,0,0,1,1,0,0
2,5935,0.0,133000.0,360.0,1,5935.0,369.44444444444446,1,0,0,1,1,0,0,1,0
0,2920,16.12000084,87000.0,360.0,1,2936.12000084,241.66666666666666,1,0,0,1,1,0,1,0,0
0,2717,0.0,60000.0,180.0,1,2717.0,333.3333333333333,1,0,1,0,0,1,0,0,1
1,8624,0.0,150000.0,360.0,1,8624.0,416.6666666666667,1,0,1,0,1,0,0,1,0
0,6500,0.0,105000.0,360.0,0,6500.0,291.6666666666667,0,1,1,0,1,0,1,0,0
0,12876,0.0,405000.0,360.0,1,12876.0,1125.0,1,0,1,0,1,0,0,1,0
0,2425,2340.0,143000.0,360.0,1,4765.0,397.22222222222223,1,0,0,1,1,0,0,1,0
0,3750,0.0,100000.0,360.0,1,3750.0,277.77777777777777,1,0,1,0,1,0,0,0,1
0,10047,0.0,146050.7614213198,240.0,1,10047.0,608.5448392554991,1,0,0,1,1,0,0,1,0
0,1926,1851.0,50000.0,360.0,1,3777.0,138.88888888888889,1,0,1,0,1,0,0,1,0
0,2213,1125.0,146050.7614213198,360.0,1,3338.0,405.6965595036661,1,0,0,1,1,0,0,0,1
0,10416,0.0,187000.0,360.0,0,10416.0,519.4444444444445,0,1,1,0,1,0,0,0,1
0,7142,0.0,138000.0,360.0,1,7142.0,383.3333333333333,1,0,0,1,0,1,1,0,0
0,3660,5064.0,187000.0,360.0,1,8724.0,519.4444444444445,1,0,1,0,1,0,0,1,0
0,7901,1833.0,180000.0,360.0,1,9734.0,500.0,1,0,0,1,1,0,1,0,0
3,4707,1993.0,148000.0,360.0,1,6700.0,411.1111111111111,1,0,1,0,0,1,0,1,0
1,20000,0.0,152000.0,360.0,1,20000.0,422.22222222222223,1,0,1,0,1,0,0,1,0
0,7333,8333.0,175000.0,300.0,1,15666.0,583.3333333333334,0,1,0,1,1,0,1,0,0
1,3466,1210.0,130000.0,360.0,1,4676.0,361.1111111111111,1,0,0,1,1,0,1,0,0
2,4652,0.0,110000.0,360.0,1,4652.0,305.55555555555554,1,0,0,1,0,1,1,0,0
0,3539,1376.0,55000.0,360.0,0,4915.0,152.77777777777777,1,0,0,1,1,0,1,0,0
2,3340,1710.0,150000.0,360.0,0,5050.0,416.6666666666667,0,1,0,1,1,0,1,0,0
1,2769,1542.0,190000.0,360.0,0,4311.0,527.7777777777778,0,1,1,0,0,1,0,1,0
2,2309,1255.0,125000.0,360.0,0,3564.0,347.22222222222223,0,1,0,1,0,1,1,0,0
2,1958,1456.0,60000.0,300.0,1,3414.0,200.0,0,1,0,1,0,1,0,0,1
0,3948,1733.0,149000.0,360.0,0,5681.0,413.8888888888889,0,1,0,1,1,0,1,0,0
0,2483,2466.0,90000.0,180.0,1,4949.0,500.0,0,1,0,1,1,0,1,0,0
0,7085,0.0,84000.0,360.0,1,7085.0,233.33333333333334,1,0,1,0,1,0,0,1,0
2,3859,0.0,96000.0,360.0,1,3859.0,266.6666666666667,1,0,0,1,1,0,0,1,0
0,4301,0.0,118000.0,360.0,1,4301.0,327.77777777777777,1,0,0,1,1,0,0,0,1
0,3708,2569.0,173000.0,360.0,0,6277.0,480.55555555555554,1,0,0,1,1,0,0,0,1
2,4354,0.0,136000.0,360.0,1,4354.0,377.77777777777777,1,0,1,0,1,0,1,0,0
0,8334,0.0,160000.0,360.0,0,8334.0,444.44444444444446,1,0,0,1,1,0,0,1,0
0,2083,4083.0,160000.0,360.0,1,6166.0,444.44444444444446,0,1,0,1,1,0,0,1,0
3,7740,0.0,128000.0,180.0,1,7740.0,711.1111111111111,1,0,0,1,1,0,0,0,1
0,3015,2188.0,153000.0,360.0,1,5203.0,425.0,1,0,0,1,1,0,1,0,0
1,5191,0.0,132000.0,360.0,1,5191.0,366.6666666666667,1,0,1,0,0,1,0,1,0
0,4166,0.0,98000.0,360.0,0,4166.0,272.22222222222223,0,1,1,0,1,0,0,1,0
0,6000,0.0,140000.0,360.0,1,6000.0,388.8888888888889,1,0,1,0,1,0,1,0,0
3,2947,1664.0,70000.0,180.0,0,4611.0,388.8888888888889,0,1,0,1,0,1,0,0,1
0,16692,0.0,110000.0,360.0,1,16692.0,305.55555555555554,1,0,0,1,1,0,0,1,0
2,210,2917.0,98000.0,360.0,1,3127.0,272.22222222222223,1,0,0,1,0,1,0,1,0
0,4333,2451.0,110000.0,360.0,0,6784.0,305.55555555555554,1,0,0,1,1,0,0,0,1
1,3450,2079.0,162000.0,360.0,1,5529.0,450.0,1,0,0,1,1,0,0,1,0
1,2653,1500.0,113000.0,180.0,0,4153.0,627.7777777777778,0,1,0,1,0,1,1,0,0
3,4691,0.0,100000.0,360.0,1,4691.0,277.77777777777777,1,0,0,1,1,0,0,1,0
0,2500,0.0,93000.0,360.0,1,2500.0,258.3333333333333,0,1,1,0,1,0,0,0,1
2,5532,4648.0,162000.0,360.0,1,10180.0,450.0,1,0,1,0,1,0,1,0,0
2,16525,1014.0,150000.0,360.0,1,17539.0,416.6666666666667,1,0,0,1,1,0,1,0,0
2,6700,1750.0,230000.0,300.0,1,8450.0,766.6666666666666,1,0,0,1,1,0,0,1,0
2,2873,1872.0,132000.0,360.0,0,4745.0,366.6666666666667,0,1,0,1,1,0,0,1,0
1,16667,2250.0,86000.0,360.0,1,18917.0,238.88888888888889,1,0,0,1,1,0,0,1,0
2,2947,1603.0,146050.7614213198,360.0,0,4550.0,405.6965595036661,1,0,0,1,1,0,0,0,1
0,4350,0.0,154000.0,360.0,1,4350.0,427.77777777777777,1,0,1,0,0,1,1,0,0
3,3095,0.0,113000.0,360.0,1,3095.0,313.8888888888889,1,0,0,1,0,1,1,0,0
0,2083,3150.0,128000.0,360.0,1,5233.0,355.55555555555554,1,0,0,1,1,0,0,1,0
0,10833,0.0,234000.0,360.0,1,10833.0,650.0,1,0,0,1,1,0,0,1,0
2,8333,0.0,246000.0,360.0,1,8333.0,683.3333333333334,1,0,0,1,1,0,0,1,0
1,1958,2436.0,131000.0,360.0,1,4394.0,363.8888888888889,1,0,0,1,0,1,1,0,0
2,3547,0.0,80000.0,360.0,0,3547.0,222.22222222222223,0,1,1,0,1,0,1,0,0
1,18333,0.0,500000.0,360.0,0,18333.0,1388.888888888889,1,0,0,1,1,0,0,0,1
2,4583,2083.0,160000.0,360.0,1,6666.0,444.44444444444446,1,0,0,1,1,0,0,1,0
0,2435,0.0,75000.0,360.0,0,2435.0,208.33333333333334,1,0,1,0,1,0,0,0,1
0,2699,2785.0,96000.0,360.0,1,5484.0,266.6666666666667,0,1,1,0,0,1,0,1,0
1,5333,1131.0,186000.0,360.0,1,6464.0,516.6666666666666,0,1,0,1,0,1,0,0,1
0,3691,0.0,110000.0,360.0,1,3691.0,305.55555555555554,1,0,1,0,0,1,1,0,0
0,17263,0.0,225000.0,360.0,1,17263.0,625.0,1,0,1,0,0,1,0,1,0
0,3597,2157.0,119000.0,360.0,0,5754.0,330.55555555555554,0,1,0,1,1,0,1,0,0
1,3326,913.0,105000.0,84.0,1,4239.0,1250.0,1,0,0,1,1,0,0,1,0
0,2600,1700.0,107000.0,360.0,1,4300.0,297.22222222222223,1,0,0,1,0,1,1,0,0
0,4625,2857.0,111000.0,12.0,1,7482.0,9250.0,0,1,0,1,1,0,0,0,1
1,2895,0.0,95000.0,360.0,1,2895.0,263.8888888888889,1,0,0,1,1,0,0,1,0
0,6283,4416.0,209000.0,360.0,0,10699.0,580.5555555555555,0,1,1,0,1,0,1,0,0
0,645,3683.0,113000.0,480.0,1,4328.0,235.41666666666666,1,0,1,0,1,0,1,0,0
0,3159,0.0,100000.0,360.0,1,3159.0,277.77777777777777,1,0,1,0,1,0,0,1,0
2,4865,5624.0,208000.0,360.0,1,10489.0,577.7777777777778,1,0,0,1,1,0,0,1,0
1,4050,5302.0,138000.0,360.0,0,9352.0,383.3333333333333,0,1,0,1,0,1,1,0,0
0,3814,1483.0,124000.0,300.0,1,5297.0,413.3333333333333,1,0,0,1,0,1,0,1,0
2,3510,4416.0,243000.0,360.0,1,7926.0,675.0,1,0,0,1,1,0,1,0,0
0,20000,6667.0,480000.0,360.0,1,20000.0,1333.3333333333333,0,1,0,1,1,0,0,0,1
0,3583,0.0,96000.0,360.0,0,3583.0,266.6666666666667,1,0,1,0,1,0,0,0,1
0,2479,3013.0,188000.0,360.0,1,5492.0,522.2222222222222,1,0,0,1,1,0,0,0,1
1,13262,0.0,40000.0,360.0,1,13262.0,111.11111111111111,1,0,1,0,1,0,0,0,1
0,3598,1287.0,100000.0,360.0,0,4885.0,277.77777777777777,1,0,1,0,0,1,1,0,0
1,6065,2004.0,250000.0,360.0,1,8069.0,694.4444444444445,1,0,0,1,1,0,0,1,0
2,3283,2035.0,148000.0,360.0,1,5318.0,411.1111111111111,1,0,0,1,1,0,0,0,1
0,2130,6666.0,70000.0,180.0,0,8796.0,388.8888888888889,1,0,0,1,1,0,0,1,0
0,5815,3666.0,311000.0,360.0,0,9481.0,863.8888888888889,1,0,1,0,1,0,1,0,0
3,3466,3428.0,150000.0,360.0,1,6894.0,416.6666666666667,1,0,0,1,1,0,1,0,0
2,2031,1632.0,113000.0,480.0,1,3663.0,235.41666666666666,1,0,0,1,1,0,0,1,0
0,3074,1800.0,123000.0,360.0,0,4874.0,341.6666666666667,0,1,0,1,0,1,0,1,0
0,4683,1915.0,185000.0,360.0,0,6598.0,513.8888888888889,1,0,1,0,1,0,0,1,0
0,3400,0.0,95000.0,360.0,0,3400.0,263.8888888888889,1,0,1,0,0,1,1,0,0
2,2192,1742.0,45000.0,360.0,1,3934.0,125.0,1,0,0,1,0,1,0,1,0
0,2500,0.0,55000.0,360.0,1,2500.0,152.77777777777777,1,0,1,0,1,0,0,1,0
3,5677,1424.0,100000.0,360.0,1,7101.0,277.77777777777777,1,0,0,1,1,0,1,0,0
2,7948,7166.0,480000.0,360.0,1,15114.0,1333.3333333333333,1,0,0,1,1,0,1,0,0
0,4680,2087.0,146050.7614213198,360.0,0,6767.0,405.6965595036661,1,0,1,0,1,0,0,1,0
2,17500,0.0,400000.0,360.0,1,17500.0,1111.111111111111,1,0,0,1,1,0,1,0,0
0,3775,0.0,110000.0,360.0,1,3775.0,305.55555555555554,1,0,0,1,1,0,0,1,0
1,5285,1430.0,161000.0,360.0,1,6715.0,447.22222222222223,0,1,0,1,0,1,0,1,0
1,2679,1302.0,94000.0,360.0,1,3981.0,261.1111111111111,1,0,1,0,0,1,0,1,0
0,6783,0.0,130000.0,360.0,1,6783.0,361.1111111111111,1,0,1,0,0,1,0,1,0
0,1025,5500.0,216000.0,360.0,1,6525.0,600.0,0,1,0,1,1,0,1,0,0
3,4281,0.0,100000.0,360.0,1,4281.0,277.77777777777777,1,0,0,1,1,0,0,0,1
2,3588,0.0,110000.0,360.0,0,3588.0,305.55555555555554,0,1,1,0,1,0,1,0,0
1,11250,0.0,196000.0,360.0,0,11250.0,544.4444444444445,0,1,1,0,1,0,0,1,0
0,18165,0.0,125000.0,360.0,1,18165.0,347.22222222222223,1,0,1,0,0,1,0,0,1
0,2550,2042.0,126000.0,360.0,1,4592.0,350.0,1,0,1,0,0,1,1,0,0
0,6133,3906.0,324000.0,360.0,1,10039.0,900.0,1,0,0,1,1,0,0,0,1
2,3617,0.0,107000.0,360.0,1,3617.0,297.22222222222223,1,0,1,0,1,0,0,1,0
