Dependents,LoanAmount,Loan_Amount_Term,Credit_History,Loan_Status,Income,Married_No,Married_Yes,Education_Graduate,Education_Not Graduate,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban
1,162.0,360.0,1.0,1,5529.0,0,1,1,0,0,1,0
1,113.0,180.0,0.0,0,4153.0,0,1,0,1,1,0,0
3,100.0,360.0,1.0,1,4691.0,0,1,1,0,0,1,0
2,162.0,360.0,1.0,1,10180.0,1,0,1,0,1,0,0
2,150.0,360.0,1.0,1,17539.0,0,1,1,0,1,0,0
2,230.0,300.0,1.0,1,8450.0,0,1,1,0,0,1,0
2,132.0,360.0,0.0,0,4745.0,0,1,1,0,0,1,0
1,86.0,360.0,1.0,1,18917.0,0,1,1,0,0,1,0
0,154.0,360.0,1.0,1,4350.0,1,0,0,1,1,0,0
3,113.0,360.0,1.0,1,3095.0,0,1,0,1,1,0,0
0,128.0,360.0,1.0,1,5233.0,0,1,1,0,0,1,0
0,234.0,360.0,1.0,1,10833.0,0,1,1,0,0,1,0
2,246.0,360.0,1.0,1,8333.0,0,1,1,0,0,1,0
1,131.0,360.0,1.0,1,4394.0,0,1,0,1,1,0,0
2,80.0,360.0,0.0,0,3547.0,1,0,1,0,1,0,0
1,500.0,360.0,1.0,0,18333.0,0,1,1,0,0,0,1
2,160.0,360.0,1.0,1,6666.0,0,1,1,0,0,1,0
0,75.0,360.0,1.0,0,2435.0,1,0,1,0,0,0,1
0,110.0,360.0,1.0,1,3691.0,1,0,0,1,1,0,0
0,225.0,360.0,1.0,1,17263.0,1,0,0,1,0,1,0
0,119.0,360.0,0.0,0,5754.0,0,1,1,0,1,0,0
1,105.0,84.0,1.0,1,4239.0,0,1,1,0,0,1,0
0,107.0,360.0,1.0,1,4300.0,0,1,0,1,1,0,0
1,95.0,360.0,1.0,1,2895.0,0,1,1,0,0,1,0
0,209.0,360.0,0.0,0,10699.0,1,0,1,0,1,0,0
0,113.0,480.0,1.0,1,4328.0,1,0,1,0,1,0,0
0,100.0,360.0,1.0,1,3159.0,1,0,1,0,0,1,0
2,208.0,360.0,1.0,1,10489.0,0,1,1,0,0,1,0
0,124.0,300.0,1.0,1,5297.0,0,1,0,1,0,1,0
2,243.0,360.0,1.0,1,7926.0,0,1,1,0,1,0,0
0,96.0,360.0,1.0,0,3583.0,1,0,1,0,0,0,1
0,188.0,360.0,1.0,1,5492.0,0,1,1,0,0,0,1
1,40.0,360.0,1.0,1,13262.0,1,0,1,0,0,0,1
0,100.0,360.0,1.0,0,4885.0,1,0,0,1,1,0,0
1,250.0,360.0,1.0,1,8069.0,0,1,1,0,0,1,0
2,148.0,360.0,1.0,1,5318.0,0,1,1,0,0,0,1
0,70.0,180.0,1.0,0,8796.0,0,1,1,0,0,1,0
0,311.0,360.0,1.0,0,9481.0,1,0,1,0,1,0,0
3,150.0,360.0,1.0,1,6894.0,0,1,1,0,1,0,0
2,113.0,480.0,1.0,1,3663.0,0,1,1,0,0,1,0
0,185.0,360.0,1.0,0,6598.0,1,0,1,0,0,1,0
0,95.0,360.0,1.0,0,3400.0,1,0,0,1,1,0,0
2,45.0,360.0,1.0,1,3934.0,0,1,0,1,0,1,0
0,55.0,360.0,1.0,1,2500.0,1,0,1,0,0,1,0
3,100.0,360.0,1.0,1,7101.0,0,1,1,0,1,0,0
2,480.0,360.0,1.0,1,15114.0,0,1,1,0,1,0,0
2,400.0,360.0,1.0,1,17500.0,0,1,1,0,1,0,0
0,110.0,360.0,1.0,1,3775.0,0,1,1,0,0,1,0
1,161.0,360.0,0.0,1,6715.0,0,1,0,1,0,1,0
1,94.0,360.0,1.0,1,3981.0,1,0,0,1,0,1,0
0,130.0,360.0,1.0,1,6783.0,1,0,0,1,0,1,0
3,100.0,360.0,1.0,1,4281.0,0,1,1,0,0,0,1
2,110.0,360.0,0.0,0,3588.0,1,0,1,0,1,0,0
0,125.0,360.0,1.0,1,18165.0,1,0,0,1,0,0,1
0,126.0,360.0,1.0,1,4592.0,1,0,0,1,1,0,0
0,324.0,360.0,1.0,1,10039.0,0,1,1,0,0,0,1
2,107.0,360.0,1.0,1,3617.0,1,0,1,0,0,1,0
0,66.0,360.0,1.0,0,3453.0,0,1,0,1,1,0,0
3,157.0,180.0,1.0,1,6417.0,0,1,1,0,1,0,0
1,140.0,180.0,1.0,1,7453.0,0,1,1,0,0,1,0
0,99.0,360.0,0.0,0,2138.0,1,0,1,0,0,1,0
1,95.0,360.0,1.0,1,3652.0,1,0,1,0,0,1,0
1,128.0,360.0,1.0,1,4763.0,0,1,0,1,0,0,1
0,155.0,360.0,1.0,1,4718.0,0,1,1,0,1,0,0
0,80.0,36.0,1.0,0,3358.0,1,0,0,1,0,1,0
0,145.0,360.0,1.0,1,4309.0,1,0,1,0,1,0,0
0,103.0,360.0,0.0,0,5000.0,1,0,1,0,0,1,0
0,110.0,360.0,1.0,1,4801.0,0,1,1,0,1,0,0
1,158.0,360.0,1.0,1,6583.0,0,1,1,0,0,0,1
0,181.0,360.0,0.0,0,4787.0,0,1,0,1,0,0,1
0,132.0,180.0,0.0,0,7859.0,0,1,1,0,1,0,0
1,26.0,360.0,1.0,1,6500.0,0,1,1,0,0,1,0
3,260.0,360.0,1.0,1,10139.0,0,1,1,0,0,1,0
0,162.0,360.0,1.0,1,6556.0,0,1,1,0,0,1,0
0,182.0,360.0,1.0,1,6486.0,0,1,1,0,0,1,0
2,108.0,360.0,1.0,1,3917.0,0,1,0,1,0,1,0
1,600.0,360.0,1.0,1,19484.0,0,1,1,0,0,1,0
0,211.0,360.0,1.0,1,7977.0,0,1,1,0,1,0,0
0,132.0,360.0,1.0,1,5800.0,1,0,0,1,0,1,0
2,258.0,360.0,0.0,0,8799.0,0,1,1,0,0,0,1
0,70.0,360.0,1.0,1,3333.0,1,0,1,0,0,0,1
3,123.0,360.0,0.0,0,5900.0,0,1,1,0,1,0,0
0,9.0,360.0,1.0,0,2378.0,1,0,1,0,0,0,1
0,104.0,360.0,0.0,0,5230.0,0,1,1,0,0,0,1
1,186.0,360.0,1.0,1,5167.0,0,1,1,0,0,0,1
2,275.0,360.0,1.0,1,16666.0,0,1,1,0,0,0,1
2,187.0,480.0,1.0,0,7750.0,0,1,0,1,0,1,0
3,150.0,360.0,1.0,0,6406.0,0,1,1,0,0,1,0
2,108.0,84.0,1.0,1,3620.0,0,1,1,0,0,0,1
0,136.0,360.0,0.0,0,5297.0,0,1,1,0,0,1,0
0,110.0,360.0,1.0,1,5968.0,1,0,1,0,0,0,1
1,107.0,360.0,1.0,1,4014.0,0,1,1,0,1,0,0
0,161.0,360.0,1.0,1,6099.0,1,0,1,0,0,0,1
2,205.0,360.0,1.0,1,6540.0,0,1,1,0,0,1,0
0,90.0,360.0,1.0,0,20000.0,1,0,1,0,0,0,1
0,36.0,360.0,1.0,1,3166.0,0,1,1,0,0,1,0
1,146.0,360.0,0.0,0,4704.0,0,1,1,0,1,0,0
1,172.0,84.0,1.0,0,7283.0,0,1,1,0,1,0,0
0,104.0,360.0,1.0,1,3819.0,0,1,1,0,0,0,1
0,70.0,360.0,1.0,1,2165.0,1,0,0,1,0,1,0
0,94.0,360.0,1.0,1,4750.0,1,0,1,0,0,1,0
2,106.0,360.0,0.0,0,2726.0,0,1,1,0,0,1,0
0,56.0,180.0,1.0,1,6416.0,0,1,1,0,0,1,0
2,205.0,240.0,1.0,0,6000.0,0,1,1,0,0,1,0
3,292.0,360.0,1.0,1,9357.0,1,0,1,0,0,1,0
0,142.0,180.0,1.0,1,7159.0,0,1,1,0,1,0,0
0,260.0,360.0,1.0,1,16120.0,0,1,1,0,0,0,1
0,110.0,360.0,1.0,1,3833.0,1,0,0,1,1,0,0
2,187.0,360.0,1.0,0,7383.0,0,1,0,1,1,0,0
0,180.0,360.0,1.0,1,9963.0,0,1,1,0,1,0,0
2,192.0,360.0,1.0,1,5780.0,0,1,1,0,0,0,1
0,155.0,360.0,1.0,1,5686.0,0,1,0,1,1,0,0
3,128.0,360.0,1.0,1,5703.0,0,1,1,0,0,0,1
0,172.0,360.0,1.0,1,7977.0,1,0,1,0,1,0,0
1,496.0,360.0,1.0,1,12000.0,0,1,1,0,0,1,0
1,173.0,360.0,1.0,1,5900.0,0,1,1,0,0,1,0
2,157.0,360.0,1.0,1,5398.0,0,1,0,1,1,0,0
0,108.0,360.0,1.0,1,5182.0,0,1,1,0,1,0,0
0,71.0,360.0,1.0,1,2900.0,1,0,1,0,1,0,0
3,40.0,180.0,1.0,1,4106.0,0,1,1,0,1,0,0
1,253.0,360.0,1.0,1,8312.0,0,1,1,0,0,0,1
2,187.0,360.0,1.0,1,7583.0,0,1,1,0,0,0,1
0,133.0,360.0,0.0,0,4583.0,1,0,1,0,0,1,0
